time_s,height_cm,truth_height_cm,logged_vz,truth_vz,replay_z,replay_vz
7.440473,26.470000,26.511089,3.330000,3.721660,26.490826,3.188831
7.480476,26.570000,26.664334,3.180000,3.888389,26.602305,3.105885
7.500477,26.880000,26.748324,3.980000,3.978040,26.731905,3.636292
7.520481,26.790000,26.835287,3.430000,4.365405,26.796720,3.561887
7.540479,27.000000,26.927842,3.980000,4.458247,26.904845,3.848962
7.560481,26.910000,27.020891,3.380000,4.822701,26.957056,3.651116
7.600484,27.110000,27.209498,3.760000,5.092874,27.100174,3.639643
7.620487,27.400000,27.308370,4.660000,5.033832,27.241085,4.149080
7.660491,27.600000,27.519695,4.810000,5.350253,27.465608,4.559090
7.680493,27.510000,27.626088,4.380000,5.707476,27.531341,4.320845
7.700490,27.820000,27.744755,5.340000,5.610820,27.675588,4.744225
7.720493,27.730000,27.857050,4.730000,5.741557,27.750545,4.560212
7.740496,28.130000,27.972972,6.050000,5.848398,27.923129,5.180520
7.760494,28.140000,28.088876,5.960000,6.132809,28.051676,5.324545
7.780491,28.140000,28.212336,5.990000,6.035539,28.145166,5.189640
7.800499,28.340000,28.334465,5.910000,6.163492,28.269974,5.337131
7.820495,28.350000,28.453076,5.910000,6.026719,28.363798,5.210147
7.840502,28.650000,28.576873,6.030000,6.213075,28.516408,5.575629
7.860495,28.650000,28.702520,6.000000,6.358877,28.628568,5.536944
7.880502,28.950000,28.844079,6.210000,6.582652,28.794470,5.927124
7.900498,28.940000,28.971067,6.140000,6.613662,28.913887,5.864649
7.920507,29.140000,29.104048,6.050000,6.676941,29.056707,6.006597
7.940502,29.140000,29.236860,6.010000,7.435256,29.161053,5.820203
7.960508,29.420000,29.373708,6.120000,6.695719,29.314401,6.064857
